dt_issue_date,violation_description,tickets_issued
2023-06-01,NO STANDING-EXC. TRUCK LOADING,2
2024-07-21,PLTFRM LFTS LWRD POS COMM VEH,9
2025-05-28,NO STANDING-EXC. AUTH. VEHICLE,479
2024-02-05,BUS LANE VIOLATION,2156
2025-05-26,OVERTIME PKG-TIME LIMIT POSTED,10
2024-03-06,EXPIRED MUNI MTR-COMM MTR ZN,140
2024-08-26,FAIL TO DISP. MUNI METER RECPT,799
2023-11-29,FAILURE TO DISPLAY BUS PERMIT,1
2025-07-02,FIRE HYDRANT,2115
2024-09-11,SAFETY ZONE,71
2024-09-20,NO STANDING EXCP D/S,5
2023-08-31,NGHT PKG ON RESID STR-COMM VEH,168
2025-04-18,OBSTRUCTING DRIVEWAY,141
2024-09-19,NO PARKING-EXC. DSBLTY PERMIT,1
2023-12-05,REG STICKER-MUTILATED/C'FEIT,11
2025-01-06,NON-COMPLIANCE W/ POSTED SIGN,25
2024-08-10,NO STANDING-EXC. AUTH. VEHICLE,122
2023-07-11,VACANT LOT,1
2025-02-22,MISUSE PARKING PERMIT,12
2025-04-09,NGHT PKG ON RESID STR-COMM VEH,344
2023-10-12,ELEVATED/DIVIDED HIGHWAY/TUNNL,1
2025-05-06,NO PARKING-EXC. AUTH. VEHICLE,6
2025-03-22,FRAUDULENT USE PARKING PERMIT,17
2023-12-18,BIKE LANE,119
2023-09-19,EXPIRED MUNI METER,248
2025-07-28,FAILURE TO STOP AT RED LIGHT,246
2023-09-05,FAIL TO DSPLY MUNI METER RECPT,3477
2024-12-10,NO STANDING-OFF-STREET LOT,1607
2024-08-05,PEDESTRIAN RAMP,15
2024-01-21,VIN OBSCURED,4
2024-09-18,MISSING EQUIPMENT,4
2023-01-15,DOUBLE PARKING,3
2023-12-19,TRAFFIC LANE,1
2023-10-16,NIGHTTIME STD/ PKG IN A PARK,2
2021-10-21,FIRE HYDRANT,1
2024-08-16,MOBILE BUS LANE VIOLATION,719
2025-06-06,NO STANDING-FOR HIRE VEH STND,6
2025-01-28,OVERNIGHT TRACTOR TRAILER PKG,17
2024-04-24,OVERTIME PKG-TIME LIMIT POSTED,8
2023-08-03,PEDESTRIAN RAMP,14
2025-07-20,NO MATCH-PLATE/STICKER,38
2023-07-30,NO STANDING EXCP D/S,25
2023-05-28,SIDEWALK,25
2024-11-10,NO STAND TAXI/FHV RELIEF STAND,49
2025-05-29,INSP. STICKER-EXPIRED/MISSING,1094
2024-10-05,NGHT PKG ON RESID STR-COMM VEH,127
2025-04-11,BIKE LANE,223
2023-10-28,BUS LANE VIOLATION,2241
2025-01-16,FAIL TO DISP. MUNI METER RECPT,965
2023-10-04,EXPIRED MUNI MTR-COMM MTR ZN,144
2024-03-29,FIRE HYDRANT,1494
2023-09-09,PLTFRM LFTS LWRD POS COMM VEH,105
2023-10-25,NO STANDING-DAY/TIME LIMITS,3225
2024-02-22,DETACHED TRAILER,115
2024-12-10,PEDESTRIAN RAMP,18
2025-02-02,COMML PLATES-UNALTERED VEHICLE,9
2024-10-20,PARKED BUS-EXC. DESIG. AREA,6
2025-04-26,DETACHED TRAILER,74
2025-06-19,ANGLE PARKING-COMM VEHICLE,2
2023-06-27,OTHER,4
2025-03-07,FIRE HYDRANT,2066
2023-06-18,NO STANDING-BUS STOP,59
2024-11-16,BEYOND MARKED SPACE,6
2025-04-08,NO STANDING-TAXI STAND,63
2024-03-26,BEYOND MARKED SPACE,15
2024-11-16,NIGHTTIME STD/ PKG IN A PARK,3
2021-08-13,NO STANDING-DAY/TIME LIMITS,1
2024-07-23,SIDEWALK,160
2025-07-10,DOUBLE PARKING,1048
2023-10-11,EXPIRED MUNI METER,1393
2024-08-02,DIVIDED HIGHWAY,5
2025-01-04,BIKE LANE,34
2023-10-01,TRAFFIC LANE,3
2024-09-11,PLTFRM LFTS LWRD POS COMM VEH,160
2025-03-11,NO PARKING-STREET CLEANING,10821
2025-04-08,EXPIRED MUNI METER,1013
2023-07-27,WRONG WAY,37
2023-10-22,TRAFFIC LANE,1
2025-12-04,NO PARKING-DAY/TIME LIMITS,1
2023-07-03,DIVIDED HIGHWAY,4
2024-09-21,NO STANDING-BUS LANE,31
2024-09-13,NO STANDING-FOR HIRE VEH STND,14
2023-05-24,NO STANDING-DAY/TIME LIMITS,12
2023-09-28,VIN OBSCURED,19
2025-03-09,INTERSECTION,1
2024-12-09,EXPIRED METER-COMM METER ZONE,2497
2023-06-02,OTHER,4
2025-06-06,NO STOP/STANDNG EXCEPT PAS P/U,2
2023-10-20,INSP. STICKER-EXPIRED/MISSING,1099
2025-02-13,FIRE HYDRANT,2607
2024-08-26,NO MATCH-PLATE/STICKER,55
2023-08-29,NGHT PKG ON RESID STR-COMM VEH,101
2025-06-27,NO STANDING EXCP D/S,20
2023-06-10,OBSTRUCTING DRIVEWAY,101
2025-01-27,OVERTIME PKG-TIME LIMIT POSTED,5
2024-10-25,SAFETY ZONE,181
2025-02-18,NO PARKING-DAY/TIME LIMITS,1917
2023-08-16,TRAFFIC LANE,5
2023-10-18,STORAGE-3HR COMMERCIAL,24
2023-08-21,INSP STICKER-MUTILATED/C'FEIT,22
2024-04-15,FAIL TO DISP. MUNI METER RECPT,732
2024-06-11,NO STANDING-DAY/TIME LIMITS,3075
2025-05-04,NO PARKING-DAY/TIME LIMITS,477
2024-01-18,DIVIDED HIGHWAY,1
2025-06-19,BUS PARKING IN LOWER MANHATTAN,2
2025-02-03,MISUSE PARKING PERMIT,16
2023-12-12,VIN OBSCURED,10
2023-06-26,VEHICLE FOR SALE(DEALERS ONLY),1
2024-07-10,NO STANDING-COMMUTER VAN STOP,4
2023-10-17,INSP STICKER-MUTILATED/C'FEIT,37
2024-10-05,NO PARKING-STREET CLEANING,1876
2024-04-26,NO PARKING-EXC. AUTH. VEHICLE,1
2024-11-03,REG. STICKER-EXPIRED/MISSING,254
2023-10-09,PHTO SCHOOL ZN SPEED VIOLATION,17102
2025-03-16,BLUE ZONE,2
2025-01-10,DOUBLE PARKING,897
2024-10-27,MOBILE BUS LANE VIOLATION,303
2024-04-14,PARKED BUS-EXC. DESIG. AREA,8
2025-05-31,PCKP DSCHRGE IN PRHBTD ZONE,1
2025-07-20,SAFETY ZONE,61
2024-03-19,DETACHED TRAILER,65
2024-06-14,VIN OBSCURED,179
2025-06-12,NO STANDING-FOR HIRE VEH STND,8
2025-03-01,NO PARKING-EXC. AUTH. VEHICLE,2
2023-06-16,FAIL TO DSPLY MUNI METER RECPT,1
2024-03-18,NO STANDING-BUS STOP,696
2024-09-18,VEHICLE FOR SALE(DEALERS ONLY),1
2024-07-19,FRAUDULENT USE PARKING PERMIT,2
2024-01-26,OBSTRUCTING DRIVEWAY,135
2024-11-21,INSP. STICKER-EXPIRED/MISSING,898
2025-05-09,NO STANDING-HOTEL LOADING,12
2025-03-31,FRAUDULENT USE PARKING PERMIT,31
2024-11-22,VIN OBSCURED,129
2024-09-05,NO STANDING EXCP D/S,14
2024-02-28,REG. STICKER-EXPIRED/MISSING,1549
2024-11-18,NO STANDING-TAXI STAND,61
2024-10-30,FRONT OR BACK PLATE MISSING,735
2024-05-03,UNAUTHORIZED BUS LAYOVER,3
2023-11-07,FAILURE TO STOP AT RED LIGHT,1608
2024-04-22,OVERNIGHT TRACTOR TRAILER PKG,13
2025-05-04,REG. STICKER-EXPIRED/MISSING,410
2023-10-04,OBSTRUCTING DRIVEWAY,150
2024-06-20,TRAFFIC LANE,11
2024-11-01,OBSTRUCTING DRIVEWAY,143
2024-09-22,NIGHTTIME STD/ PKG IN A PARK,1
2025-05-24,PCKP DSCHRGE IN PRHBTD ZONE,1
2026-04-14,NO STANDING-BUS STOP,1
2025-02-07,NO PARKING-STREET CLEANING,9958
2023-06-03,SIDEWALK,22
2023-08-17,EXCAVATION-VEHICLE OBSTR TRAFF,1
2024-03-02,INTERSECTION,2
2023-07-30,OVERTIME PKG-TIME LIMIT POSTED,1
2023-03-28,NO STANDING-DAY/TIME LIMITS,2
2023-12-21,BUS LANE VIOLATION,2005
2024-06-04,OTHER,23
2025-06-17,FIRE HYDRANT,2730
2024-10-28,NO MATCH-PLATE/STICKER,61
2025-07-06,BEYOND MARKED SPACE,10
2023-11-19,FIRE HYDRANT,1894
2023-10-16,BEYOND MARKED SPACE,4
2024-07-15,STORAGE-3HR COMMERCIAL,9
2023-01-12,PEDESTRIAN RAMP,1
2023-09-30,NO STANDING-EXC. TRUCK LOADING,410
2023-08-04,PEDESTRIAN RAMP,19
2023-07-13,ALTERING INTERCITY BUS PERMIT,1
2023-11-30,SAFETY ZONE,83
2025-06-28,BUS LANE VIOLATION,1808
2024-07-24,NO STANDING-DAY/TIME LIMITS,2797
2025-05-13,SAFETY ZONE,166
2024-02-06,SAFETY ZONE,178
2024-10-06,FAILURE TO STOP AT RED LIGHT,2353
2024-03-03,FAILURE TO STOP AT RED LIGHT,1989
2023-08-16,VIN OBSCURED,17
2023-10-23,EXPIRED MUNI METER,985
2024-03-05,NO PARKING-DAY/TIME LIMITS,1973
2024-01-11,PARKED BUS-EXC. DESIG. AREA,20
2024-07-06,FRAUDULENT USE PARKING PERMIT,36
2023-10-02,DOUBLE PARKING,811
2023-09-16,RAILROAD CROSSING,1
2023-07-07,UNAUTHORIZED PASSENGER PICK-UP,1
2025-01-02,NO STANDING-OFF-STREET LOT,2315
2025-06-25,NO STANDING-HOTEL LOADING,31
2024-07-08,OBSTRUCTING TRAFFIC/INTERSECT,4
2025-05-31,OBSTRUCTING DRIVEWAY,174
2024-12-24,NO STANDING EXCP D/S,2
2023-12-16,REG STICKER-MUTILATED/C'FEIT,6
2024-10-23,PARKED BUS-EXC. DESIG. AREA,21
2025-05-02,FAIL TO DISP. MUNI METER RECPT,910
2024-02-27,PARKED BUS-EXC. DESIG. AREA,29
2025-07-24,FAIL TO DSPLY MUNI METER RECPT,3734
2024-03-07,NO STANDING-EXC. TRUCK LOADING,950
2024-09-06,NO PARKING-STREET CLEANING,8696
2024-08-30,NO PARKING-EXC. DSBLTY PERMIT,3
2024-09-07,FRONT OR BACK PLATE MISSING,542
2024-08-16,EXPIRED MUNI METER,894
2024-12-06,NO STANDING-EXC. TRUCK LOADING,540
2025-02-09,PLTFRM LFTS LWRD POS COMM VEH,14
2024-11-23,PCKP DSCHRGE IN PRHBTD ZONE,1
2024-04-22,DETACHED TRAILER,95
2025-07-05,NIGHTTIME STD/ PKG IN A PARK,11
2026-06-20,FRONT OR BACK PLATE MISSING,1
2023-12-21,PCKP DSCHRGE IN PRHBTD ZONE,5
2024-11-11,NO STANDING-OFF-STREET LOT,980
2023-11-23,REG STICKER-MUTILATED/C'FEIT,1
2024-11-20,BEYOND MARKED SPACE,14
2024-07-21,INTERSECTION,1
2024-10-17,NO STANDING-BUS STOP,845
2023-10-28,NO STANDING-HOTEL LOADING,11
2024-05-12,OTHER,5
2023-09-20,BIKE LANE,117
2024-02-27,NO STAND TAXI/FHV RELIEF STAND,11
2024-12-15,SAFETY ZONE,112
2025-05-19,FAILURE TO DISPLAY BUS PERMIT,1
2024-07-03,PHTO SCHOOL ZN SPEED VIOLATION,15559
2024-11-18,REG. STICKER-EXPIRED/MISSING,1177
2024-01-03,DOUBLE PARKING-MIDTOWN COMML,116
2023-10-30,PARKED BUS-EXC. DESIG. AREA,30
2023-09-15,TRAFFIC LANE,3
2024-01-18,NO STANDING-EXC. AUTH. VEHICLE,401
2024-04-17,FAIL TO DISP. MUNI METER RECPT,1121
2024-12-28,REG STICKER-MUTILATED/C'FEIT,2
2023-09-09,NO PARKING-TAXI STAND,1
2024-05-11,MOBILE BUS LANE VIOLATION,256
2024-08-08,SAFETY ZONE,93
2023-11-25,NO STANDING-TAXI STAND,32
2025-06-13,EXPIRED MUNI METER,821
2024-02-25,REG STICKER-MUTILATED/C'FEIT,9
2024-09-12,UNAUTHORIZED BUS LAYOVER,1
2024-04-18,STORAGE-3HR COMMERCIAL,25
2024-09-25,REG. STICKER-EXPIRED/MISSING,404
2024-04-29,OVERNIGHT TRACTOR TRAILER PKG,13
2024-06-09,UNAUTHORIZED BUS LAYOVER,3
2025-04-19,REG. STICKER-EXPIRED/MISSING,978
2024-12-31,FRONT OR BACK PLATE MISSING,252
2024-09-26,EXPIRED METER-COMM METER ZONE,1242
2024-02-28,DOUBLE PARKING,1362
2025-04-10,BIKE LANE,213
2025-05-27,PEDESTRIAN RAMP,26
2024-06-03,BUS LANE VIOLATION,1754
2024-02-02,NO STANDING-TAXI STAND,33
2000-03-19,NO PARKING-DAY/TIME LIMITS,1
2025-06-11,NO STAND TAXI/FHV RELIEF STAND,46
2023-11-28,OBSTRUCTING TRAFFIC/INTERSECT,16
2024-03-30,EXPIRED MUNI MTR-COMM MTR ZN,6
2024-03-22,FIRE HYDRANT,2075
2024-02-21,OVERNIGHT TRACTOR TRAILER PKG,27
2025-07-06,NO STANDING-EXC. AUTH. VEHICLE,199
2023-08-12,PEDESTRIAN RAMP,22
2024-09-01,PEDESTRIAN RAMP,25
2023-07-27,NON-COMPLIANCE W/ POSTED SIGN,53
2024-10-20,SIDEWALK,48
2024-09-04,STORAGE-3HR COMMERCIAL,6
2025-07-19,INSP STICKER-MUTILATED/C'FEIT,10
2023-10-28,NO STANDING-TAXI STAND,70
2025-01-10,INSP. STICKER-EXPIRED/MISSING,1648
2024-05-21,PARKED BUS-EXC. DESIG. AREA,22
2024-06-28,NO STOP/STANDNG EXCEPT PAS P/U,3
2023-06-21,NO STANDING-BUS STOP,21
2025-01-04,NO STANDING-HOTEL LOADING,5
2025-07-24,EXPIRED MUNI MTR-COMM MTR ZN,155
2025-02-27,BUS LANE VIOLATION,2655
2024-11-09,SIDEWALK,77
2023-08-15,NO STAND TAXI/FHV RELIEF STAND,36
2024-05-19,FRONT OR BACK PLATE MISSING,326
2025-05-19,NO STANDING-COMM METER ZONE,1006
2025-03-28,PEDESTRIAN RAMP,27
2024-04-10,INSP. STICKER-EXPIRED/MISSING,1744
2024-09-11,OBSTRUCTING TRAFFIC/INTERSECT,2
2024-05-26,NO STANDING EXCP D/S,28
2024-07-18,MISUSE PARKING PERMIT,29
2024-08-02,VEHICLE FOR SALE(DEALERS ONLY),3
2023-08-28,SIDEWALK,130
2023-05-20,INSP. STICKER-EXPIRED/MISSING,2
2023-10-26,OVERTIME PKG-TIME LIMIT POSTED,1
2024-02-22,NO STANDING-HOTEL LOADING,30
2023-12-30,NO STANDING-BUS LANE,14
2023-07-03,NO PARKING-DAY/TIME LIMITS,1773
2024-10-15,NO STANDING-COMM METER ZONE,1152
2022-10-18,FIRE HYDRANT,1
2025-05-25,EXCAVATION-VEHICLE OBSTR TRAFF,1
2024-10-26,NO PARKING-DAY/TIME LIMITS,1113
2024-12-02,DIVIDED HIGHWAY,1
2024-04-12,VEHICLE FOR SALE(DEALERS ONLY),2
2024-11-14,NO STANDING-HOTEL LOADING,23
2024-04-01,STORAGE-3HR COMMERCIAL,5
2024-06-09,NO STANDING-DAY/TIME LIMITS,1078
2024-01-03,BUS PARKING IN LOWER MANHATTAN,1
2024-10-07,MISCELLANEOUS,9
2023-06-30,OVERTIME PKG-TIME LIMIT POSTED,4
2025-02-28,PHTO SCHOOL ZN SPEED VIOLATION,10947
2024-01-26,NO STAND TAXI/FHV RELIEF STAND,25
2025-07-09,NO STANDING-BUS STOP,625
2023-09-10,NO STANDING-EXC. AUTH. VEHICLE,204
2023-07-22,MOBILE BUS LANE VIOLATION,193
2024-10-27,COMML PLATES-UNALTERED VEHICLE,17
2024-05-06,FAIL TO DSPLY MUNI METER RECPT,3615
2025-07-25,PLTFRM LFTS LWRD POS COMM VEH,323
2024-04-02,PARKED BUS-EXC. DESIG. AREA,11
2023-09-19,NO STANDING-BUS LANE,55
2024-09-21,OBSTRUCTING DRIVEWAY,117
2024-02-01,FIRE HYDRANT,2199
2024-05-06,IMPROPER REGISTRATION,17
2023-10-19,NGHT PKG ON RESID STR-COMM VEH,183
2024-06-29,STORAGE-3HR COMMERCIAL,56
2025-07-23,BLUE ZONE,22
2025-03-22,EXPIRED MUNI METER,586
2024-08-16,REG STICKER-MUTILATED/C'FEIT,17
2024-05-03,FAIL TO DISP. MUNI METER RECPT,767
2025-01-14,OBSTRUCTING TRAFFIC/INTERSECT,10
2023-12-03,NO STAND TAXI/FHV RELIEF STAND,31
2025-03-18,NO STANDING-FOR HIRE VEH STND,3
2025-04-02,FAIL TO DSPLY MUNI METER RECPT,4538
2024-04-14,PHTO SCHOOL ZN SPEED VIOLATION,20444
2025-01-22,NIGHTTIME STD/ PKG IN A PARK,1
2024-06-24,REG STICKER-MUTILATED/C'FEIT,16
2025-02-23,NO STANDING-EXC. AUTH. VEHICLE,169
2025-02-16,FAILURE TO STOP AT RED LIGHT,994
2024-07-01,NO STANDING-BUS STOP,675
2023-07-11,BUS PARKING IN LOWER MANHATTAN,2
2023-10-21,NO STOPPING-DAY/TIME LIMITS,124
2024-02-26,PHTO SCHOOL ZN SPEED VIOLATION,11772
2025-03-31,NGHT PKG ON RESID STR-COMM VEH,38
2024-09-10,NIGHTTIME STD/ PKG IN A PARK,2
2024-05-19,NO STANDING-DAY/TIME LIMITS,1418
2025-04-16,PARKED BUS-EXC. DESIG. AREA,7
2024-02-29,FRONT OR BACK PLATE MISSING,899
2023-09-11,IDLING,2
2024-08-27,BUS LANE VIOLATION,2503
2024-01-11,NO STANDING-EXC. TRUCK LOADING,902
2025-03-12,PLTFRM LFTS LWRD POS COMM VEH,447
2025-07-02,REG STICKER-MUTILATED/C'FEIT,15
2024-08-24,NO STANDING-FOR HIRE VEH STND,9
2025-05-14,NO PARKING-EXC. AUTH. VEHICLE,3
2023-10-04,NO MATCH-PLATE/STICKER,70
2023-08-01,NO STANDING-EXC. AUTH. VEHICLE,384
2023-08-01,MISSING EQUIPMENT,18
2024-05-21,INTERSECTION,4
2024-05-21,NO STANDING-BUS LANE,158
2024-03-19,NON-COMPLIANCE W/ POSTED SIGN,133
2024-07-30,FAIL TO DISP. MUNI METER RECPT,926
2025-04-10,NO STANDING-DAY/TIME LIMITS,3103
2024-11-20,NO PARKING-EXC. DSBLTY PERMIT,3
2025-07-04,BUS LANE VIOLATION,624
2025-02-06,NO STANDING-COMMUTER VAN STOP,2
2024-02-06,NO STANDING-HOTEL LOADING,14
2024-06-28,DETACHED TRAILER,73
2024-03-11,DOUBLE PARKING-MIDTOWN COMML,266
2027-10-25,NO STANDING-DAY/TIME LIMITS,1
2023-12-25,IMPROPER REGISTRATION,1
2025-04-25,NO STANDING EXCP D/S,18
2023-12-29,PEDESTRIAN RAMP,10
2024-08-14,NO STANDING-BUS STOP,898
2023-10-16,FAIL TO DISP. MUNI METER RECPT,980
2025-05-16,OBSTRUCTING DRIVEWAY,119
2024-04-27,NIGHTTIME STD/ PKG IN A PARK,4
2024-09-28,NO STANDING-BUS LANE,20
2023-08-25,NIGHTTIME STD/ PKG IN A PARK,16
2024-06-19,SELLING/OFFERING MCHNDSE-METER,1
2025-05-07,EXPIRED MUNI MTR-COMM MTR ZN,182
2024-04-19,NO STANDING-TAXI STAND,26
2023-07-05,MOBILE BUS LANE VIOLATION,583
2024-09-14,NIGHTTIME STD/ PKG IN A PARK,11
2023-09-06,NO STD(EXC TRKS/GMTDST NO-TRK),4
2025-03-24,PHTO SCHOOL ZN SPEED VIOLATION,8027
2025-03-29,PCKP DSCHRGE IN PRHBTD ZONE,1
2024-09-24,REG STICKER-MUTILATED/C'FEIT,13
2025-02-11,SIDEWALK,164
2023-11-07,NO STD(EXC TRKS/GMTDST NO-TRK),2
2023-09-27,NO STANDING-BUS LANE,217
2023-07-17,DOUBLE PARKING,959
2024-05-20,NO STOPPING-DAY/TIME LIMITS,213
2025-02-22,UNAUTHORIZED BUS LAYOVER,1
2025-02-19,NO STOPPING-DAY/TIME LIMITS,227
2024-08-13,BUS LANE VIOLATION,1413
2023-07-13,NON-COMPLIANCE W/ POSTED SIGN,94
2024-11-09,TRAFFIC LANE,9
2024-02-02,MISSING EQUIPMENT,26
2023-12-02,NO STANDING-BUS STOP,518
2024-08-25,OBSTRUCTING DRIVEWAY,109
2024-05-20,NIGHTTIME STD/ PKG IN A PARK,5
2025-07-10,NIGHTTIME STD/ PKG IN A PARK,5
2023-05-12,PEDESTRIAN RAMP,1
2023-10-11,FAIL TO DSPLY MUNI METER RECPT,5231
2024-09-28,WRONG WAY,25
2024-10-12,MISUSE PARKING PERMIT,21
2024-05-18,STORAGE-3HR COMMERCIAL,118
2024-09-02,OVERNIGHT TRACTOR TRAILER PKG,4
2024-01-26,EXPIRED MUNI MTR-COMM MTR ZN,131
2023-12-08,STORAGE-3HR COMMERCIAL,15
2023-10-01,MOBILE BUS LANE VIOLATION,253
2024-01-21,REG. STICKER-EXPIRED/MISSING,455
2023-09-27,MOBILE BUS LANE VIOLATION,593
2025-01-29,NO STANDING EXCP D/S,15
2023-06-12,NO STANDING-EXC. TRUCK LOADING,4
2025-06-20,MOBILE BUS LANE VIOLATION,732
2024-08-08,NO PARKING-EXC. DSBLTY PERMIT,1
2024-07-21,NO PARKING-EXC. DSBLTY PERMIT,6
2025-02-07,NO STANDING-BUS LANE,120
2023-12-08,NO STANDING-DAY/TIME LIMITS,2276
2025-02-22,EXPIRED MUNI MTR-COMM MTR ZN,13
2023-07-06,REG. STICKER-EXPIRED/MISSING,1515
2025-06-19,INSP STICKER-MUTILATED/C'FEIT,7
2024-06-05,FRAUDULENT USE PARKING PERMIT,110
2025-07-03,INSP STICKER-MUTILATED/C'FEIT,16
2025-02-26,NO STANDING-FOR HIRE VEH STND,9
2025-06-28,OBSTRUCTING TRAFFIC/INTERSECT,1
2024-09-25,PEDESTRIAN RAMP,22
2024-05-13,DIVIDED HIGHWAY,6
2023-07-10,PEDESTRIAN RAMP,26
2024-11-11,NIGHTTIME STD/ PKG IN A PARK,2
2025-06-19,NO STAND TAXI/FHV RELIEF STAND,40
2024-12-18,NO STANDING-COMM METER ZONE,572
2024-09-26,COMML PLATES-UNALTERED VEHICLE,43
2025-10-17,SIDEWALK,1
2024-01-05,MARGINAL STREET/WATER FRONT,1
2023-06-30,UNAUTHORIZED BUS LAYOVER,5
2025-07-26,FAILURE TO STOP AT RED LIGHT,2102
2024-03-26,BUS LANE VIOLATION,1900
2024-01-02,FAILURE TO STOP AT RED LIGHT,1100
2025-01-25,BUS LANE VIOLATION,1321
2023-01-04,INTERSECTION,1
2024-02-09,NO STANDING-BUS LANE,186
2024-02-05,NO STANDING-COMM METER ZONE,974
2023-07-09,NO PARKING-DAY/TIME LIMITS,843
2023-10-29,NO STANDING-BUS STOP,417
2023-08-30,EXPIRED MUNI MTR-COMM MTR ZN,176
2023-10-26,NO STD(EXC TRKS/GMTDST NO-TRK),1
2023-11-03,BUS LANE VIOLATION,2705
2024-08-12,BLUE ZONE,13
2025-05-16,MISSING EQUIPMENT,12
2025-07-17,NO STANDING-BUS LANE,148
2025-06-25,OBSTRUCTING DRIVEWAY,147
2024-07-01,PCKP DSCHRGE IN PRHBTD ZONE,3
2025-01-16,EXPIRED MUNI METER,910
2024-11-29,OBSTRUCTING TRAFFIC/INTERSECT,6
2024-02-24,FAIL TO DSPLY MUNI METER RECPT,5053
2025-03-22,EXCAVATION-VEHICLE OBSTR TRAFF,1
2024-01-15,NIGHTTIME STD/ PKG IN A PARK,1
2024-05-08,INSP STICKER-MUTILATED/C'FEIT,60
2023-12-13,NO STANDING-COMM METER ZONE,644
2024-09-02,REG STICKER-MUTILATED/C'FEIT,6
2025-02-26,OVERTIME PKG-TIME LIMIT POSTED,3
2025-03-02,NO STANDING-DAY/TIME LIMITS,1517
2024-05-09,NO STANDING-FOR HIRE VEH STND,8
2024-09-09,FRONT OR BACK PLATE MISSING,752
2024-02-07,PLTFRM LFTS LWRD POS COMM VEH,154
2024-06-12,REG. STICKER-EXPIRED/MISSING,1840
2024-11-25,EXPIRED MUNI MTR-COMM MTR ZN,124
2024-01-24,NO PARKING-EXC. DSBLTY PERMIT,14
2025-07-22,INSP. STICKER-EXPIRED/MISSING,1311
2024-01-02,NO STANDING-FOR HIRE VEH STND,1
2024-06-12,OBSTRUCTING DRIVEWAY,142
2022-07-12,OTHER,1
2023-12-16,EXPIRED MUNI METER,633
2024-02-26,OVERNIGHT TRACTOR TRAILER PKG,8
2024-02-23,NO STOPPING-DAY/TIME LIMITS,211
2024-08-08,OBSTRUCTING DRIVEWAY,146
2025-04-18,NO STAND TAXI/FHV RELIEF STAND,35
2023-12-24,NO PARKING-DAY/TIME LIMITS,454
2024-10-14,VIN OBSCURED,72
2024-07-02,IMPROPER REGISTRATION,18
2023-05-13,DOUBLE PARKING,3
2023-08-21,NO STANDING-BUS STOP,684
2024-01-15,DIVIDED HIGHWAY,4
2023-09-26,NO PARKING-STREET CLEANING,10169
2024-05-01,PHTO SCHOOL ZN SPEED VIOLATION,13656
2024-04-17,CROSSWALK,336
2025-07-27,STORAGE-3HR COMMERCIAL,13
2024-02-17,IMPROPER REGISTRATION,6
2025-07-05,OVERTIME PKG-TIME LIMIT POSTED,2
2023-12-22,PEDESTRIAN RAMP,20
2024-08-23,PCKP DSCHRGE IN PRHBTD ZONE,34
2024-11-07,EXPIRED METER-COMM METER ZONE,1037
2026-08-20,OBSTRUCTING DRIVEWAY,1
2023-08-09,NO STANDING-HOTEL LOADING,25
2025-04-15,FAILURE TO STOP AT RED LIGHT,1510
2023-07-20,STORAGE-3HR COMMERCIAL,21
2024-02-14,REG. STICKER-EXPIRED/MISSING,1158
2024-01-28,STORAGE-3HR COMMERCIAL,22
2024-07-16,MISCELLANEOUS,7
2023-09-09,INSP STICKER-MUTILATED/C'FEIT,31
2025-07-12,BUS PARKING IN LOWER MANHATTAN,1
2025-02-04,TRAFFIC LANE,23
2023-07-08,MISUSE PARKING PERMIT,5
2024-07-12,FAILURE TO STOP AT RED LIGHT,1988
2023-11-08,WRONG WAY,32
2024-03-23,OVERNIGHT TRACTOR TRAILER PKG,4
2024-12-13,EXPIRED METER-COMM METER ZONE,2850
2024-03-30,DOUBLE PARKING,569
2025-03-11,FAIL TO DISP. MUNI METER RECPT,1141
2024-09-02,IMPROPER REGISTRATION,6
2024-02-24,MISUSE PARKING PERMIT,11
2023-12-03,PEDESTRIAN RAMP,39
2024-09-17,ANGLE PARKING-COMM VEHICLE,1
2024-08-20,REG. STICKER-EXPIRED/MISSING,1426
2024-08-24,EXPIRED MUNI METER,754
2023-08-08,NO STAND TAXI/FHV RELIEF STAND,19
2023-09-03,NO PARKING-EXC. DSBLTY PERMIT,16
2023-04-06,FIRE HYDRANT,3
2025-03-08,OVERNIGHT TRACTOR TRAILER PKG,15
2023-07-10,NO PARKING-EXC. AUTH. VEHICLE,7
2023-07-24,NO STAND TAXI/FHV RELIEF STAND,17
2026-03-30,NO STANDING-EXC. AUTH. VEHICLE,1
2024-11-27,PHTO SCHOOL ZN SPEED VIOLATION,12813
2023-08-26,NO STANDING-BUS STOP,494
2023-10-10,ANGLE PARKING,6
2025-03-03,INSP. STICKER-EXPIRED/MISSING,2222
2023-10-30,OTHER,7
2024-02-04,NO STANDING-FOR HIRE VEH STND,6
2022-11-05,FRONT OR BACK PLATE MISSING,1
2024-10-31,NO STD(EXC TRKS/GMTDST NO-TRK),1
2025-07-12,BEYOND MARKED SPACE,2
2024-06-23,NO PARKING-EXC. AUTH. VEHICLE,1
2015-05-05,OBSTRUCTING DRIVEWAY,1
2024-08-22,EXPIRED MUNI METER,1170
2025-02-27,OBSTRUCTING TRAFFIC/INTERSECT,32
2022-07-25,NO STANDING-DAY/TIME LIMITS,1
2025-04-01,REG. STICKER-EXPIRED/MISSING,1593
2024-09-01,VEHICLE FOR SALE(DEALERS ONLY),1
2025-01-04,SELLING/OFFERING MCHNDSE-METER,2
